order_id,order_date,ship_date,ship_mode,customer_id,product_id,qty,discount
16385,5/7/2022,5/12/2022,Standard Class,CUST-37,PD-992,1,0.3
16430,5/15/2022,5/20/2022,First Class,CUST-26,PD-992,1,0.3
4533,12/26/2022,12/31/2022,Standard Class,CUST-30,PD-991,3,0
5405,11/11/2022,11/17/2022,Standard Class,CUST-674,PD-991,4,0.2
15218,3/15/2022,3/21/2022,Standard Class,CUST-193,PD-991,1,0.3
15400,3/11/2022,3/15/2022,Standard Class,CUST-126,PD-991,1,0.3
15713,4/13/2022,4/19/2022,Standard Class,CUST-132,PD-991,1,0.3
15867,2/10/2022,2/15/2022,Standard Class,CUST-143,PD-991,1,0.3
16009,1/15/2022,1/16/2022,Standard Class,CUST-141,PD-991,1,0.3
16072,4/14/2022,4/15/2022,Standard Class,CUST-136,PD-991,1,0.3
16150,2/9/2022,2/10/2022,Standard Class,CUST-135,PD-991,1,0.3
4228,8/15/2022,8/20/2022,Second Class,CUST-536,PD-990,3,0.2
15000,4/15/2022,4/22/2022,Standard Class,CUST-522,PD-990,1,0.3
15419,5/13/2022,5/20/2022,Standard Class,CUST-121,PD-990,1,0.3
15565,4/4/2022,4/11/2022,Standard Class,CUST-127,PD-990,1,0.3
15593,1/11/2022,1/18/2022,Standard Class,CUST-139,PD-990,1,0.3
15650,2/4/2022,2/5/2022,Standard Class,CUST-147,PD-990,1,0.3
15721,4/1/2022,4/5/2022,Standard Class,CUST-103,PD-990,1,0.3
15784,5/9/2022,5/10/2022,Standard Class,CUST-137,PD-990,1,0.3
15800,4/11/2022,4/18/2022,Standard Class,CUST-122,PD-990,1,0.3
15872,2/10/2022,2/15/2022,Standard Class,CUST-117,PD-990,1,0.3
16104,3/5/2022,3/12/2022,Standard Class,CUST-125,PD-990,1,0.3
16154,5/14/2022,5/16/2022,Standard Class,CUST-124,PD-990,1,0.3
16179,2/15/2022,2/21/2022,Standard Class,CUST-146,PD-990,1,0.3
16186,1/10/2022,1/17/2022,Standard Class,CUST-138,PD-990,1,0.3
16428,5/5/2022,5/8/2022,First Class,CUST-34,PD-990,1,0.3
4712,8/22/2022,8/27/2022,Standard Class,CUST-476,PD-99,8,0.7
4207,1/17/2022,1/21/2022,Standard Class,CUST-684,PD-989,1,0
5286,2/16/2022,2/20/2022,Standard Class,CUST-391,PD-989,3,0
5620,2/9/2022,2/13/2022,Standard Class,CUST-642,PD-989,3,0
15190,5/2/2022,5/4/2022,Standard Class,CUST-148,PD-989,1,0.3
15527,4/15/2022,4/16/2022,Standard Class,CUST-101,PD-989,1,0.3
15549,4/11/2022,4/16/2022,Standard Class,CUST-128,PD-989,1,0.3
15574,2/9/2022,2/13/2022,Standard Class,CUST-133,PD-989,1,0.3
15581,1/13/2022,1/18/2022,Standard Class,CUST-134,PD-989,1,0.3
15619,2/12/2022,2/16/2022,Standard Class,CUST-148,PD-989,1,0.3
15705,1/12/2022,1/14/2022,Standard Class,CUST-147,PD-989,1,0.3
15970,5/14/2022,5/17/2022,Standard Class,CUST-125,PD-989,1,0.3
16010,1/4/2022,1/10/2022,Standard Class,CUST-109,PD-989,1,0.3
16143,1/8/2022,1/13/2022,Standard Class,CUST-112,PD-989,1,0.3
16199,3/11/2022,3/13/2022,Standard Class,CUST-141,PD-989,1,0.3
16336,4/10/2022,4/15/2022,Standard Class,CUST-44,PD-989,1,0.3
16394,3/9/2022,3/11/2022,First Class,CUST-15,PD-989,1,0.3
4353,2/16/2022,2/20/2022,Standard Class,CUST-11,PD-988,3,0.3
5048,3/22/2022,3/22/2022,Same Day,CUST-404,PD-988,7,0.2
5833,12/25/2022,1/1/2022,Standard Class,CUST-78,PD-988,2,0.2
6344,12/3/2022,12/7/2022,Standard Class,CUST-253,PD-988,1,0
15238,2/15/2022,2/21/2022,Standard Class,CUST-532,PD-988,1,0.3
15543,5/8/2022,5/9/2022,Standard Class,CUST-142,PD-988,1,0.3
15586,2/13/2022,2/18/2022,Standard Class,CUST-122,PD-988,1,0.3
15871,1/10/2022,1/17/2022,Standard Class,CUST-141,PD-988,1,0.3
15957,5/15/2022,5/21/2022,Standard Class,CUST-123,PD-988,1,0.3
16007,1/13/2022,1/15/2022,Standard Class,CUST-124,PD-988,1,0.3
16164,1/3/2022,1/7/2022,Standard Class,CUST-117,PD-988,1,0.3
16218,3/1/2022,3/8/2022,Standard Class,CUST-143,PD-988,1,0.3
16284,4/6/2022,4/13/2022,Standard Class,CUST-17,PD-988,1,0.3
16344,3/6/2022,3/11/2022,Standard Class,CUST-9,PD-988,1,0.3
16391,5/13/2022,5/18/2022,First Class,CUST-46,PD-988,1,0.3
5228,5/26/2022,5/29/2022,Second Class,CUST-532,PD-987,2,0.2
5350,12/11/2022,12/13/2022,Second Class,CUST-673,PD-987,5,0.2
15017,2/13/2022,2/19/2022,Standard Class,CUST-337,PD-987,1,0.3
15324,2/4/2022,2/9/2022,Standard Class,CUST-124,PD-987,1,0.3
15733,2/4/2022,2/10/2022,Standard Class,CUST-103,PD-987,1,0.3
15835,1/5/2022,1/11/2022,Standard Class,CUST-139,PD-987,1,0.3
15993,4/9/2022,4/13/2022,Standard Class,CUST-146,PD-987,1,0.3
16098,4/7/2022,4/14/2022,Standard Class,CUST-106,PD-987,1,0.3
16389,2/11/2022,2/17/2022,Standard Class,CUST-39,PD-987,1,0.3
15054,2/5/2022,2/10/2022,Standard Class,CUST-446,PD-986,1,0.3
15081,5/1/2022,5/3/2022,Standard Class,CUST-382,PD-986,1,0.3
15118,1/7/2022,1/13/2022,Standard Class,CUST-230,PD-986,1,0.3
15134,3/12/2022,3/18/2022,Standard Class,CUST-414,PD-986,1,0.3
15213,4/4/2022,4/5/2022,Standard Class,CUST-596,PD-986,1,0.3
15512,5/10/2022,5/15/2022,Standard Class,CUST-112,PD-986,1,0.3
15640,3/14/2022,3/20/2022,Standard Class,CUST-123,PD-986,1,0.3
16274,3/3/2022,3/4/2022,Standard Class,CUST-15,PD-986,1,0.3
5383,9/10/2022,9/14/2022,Second Class,CUST-722,PD-985,2,0
5596,11/10/2022,11/13/2022,First Class,CUST-689,PD-985,1,0
15268,5/11/2022,5/12/2022,Standard Class,CUST-295,PD-985,1,0.3
15429,1/1/2022,1/5/2022,Standard Class,CUST-145,PD-985,1,0.3
15445,1/9/2022,1/13/2022,Standard Class,CUST-101,PD-985,1,0.3
15447,3/12/2022,3/16/2022,Standard Class,CUST-140,PD-985,1,0.3
15699,4/10/2022,4/14/2022,Standard Class,CUST-110,PD-985,1,0.3
15857,1/3/2022,1/9/2022,Standard Class,CUST-131,PD-985,1,0.3
15877,1/12/2022,1/15/2022,Standard Class,CUST-135,PD-985,1,0.3
15884,1/6/2022,1/13/2022,Standard Class,CUST-103,PD-985,1,0.3
15895,3/9/2022,3/16/2022,Standard Class,CUST-136,PD-985,1,0.3
15929,2/9/2022,2/12/2022,Standard Class,CUST-118,PD-985,1,0.3
15064,1/4/2022,1/5/2022,Standard Class,CUST-398,PD-984,1,0.3
15065,3/12/2022,3/15/2022,Standard Class,CUST-541,PD-984,1,0.3
15152,2/3/2022,2/8/2022,Standard Class,CUST-197,PD-984,1,0.3
15293,2/14/2022,2/15/2022,Standard Class,CUST-211,PD-984,1,0.3
15397,3/2/2022,3/4/2022,Standard Class,CUST-137,PD-984,1,0.3
15517,5/3/2022,5/4/2022,Standard Class,CUST-116,PD-984,1,0.3
15605,5/5/2022,5/11/2022,Standard Class,CUST-135,PD-984,1,0.3
15729,1/3/2022,1/4/2022,Standard Class,CUST-118,PD-984,1,0.3
15826,4/8/2022,4/15/2022,Standard Class,CUST-143,PD-984,1,0.3
16004,3/2/2022,3/9/2022,Standard Class,CUST-129,PD-984,1,0.3
16052,3/1/2022,3/6/2022,Standard Class,CUST-137,PD-984,1,0.3
16056,5/8/2022,5/15/2022,Standard Class,CUST-129,PD-984,1,0.3
16060,4/12/2022,4/14/2022,Standard Class,CUST-149,PD-984,1,0.3
16233,1/4/2022,1/8/2022,Standard Class,CUST-40,PD-984,1,0.3
16266,3/12/2022,3/18/2022,Standard Class,CUST-45,PD-984,1,0.3
16432,3/9/2022,3/11/2022,First Class,CUST-46,PD-984,1,0.3
5751,11/29/2022,12/1/2022,Second Class,CUST-349,PD-983,2,0.2
15265,1/2/2022,1/8/2022,Standard Class,CUST-380,PD-983,1,0.3
15462,5/4/2022,5/8/2022,Standard Class,CUST-123,PD-983,1,0.3
15464,3/11/2022,3/16/2022,Standard Class,CUST-138,PD-983,1,0.3
15502,4/10/2022,4/14/2022,Standard Class,CUST-129,PD-983,1,0.3
15579,4/5/2022,4/10/2022,Standard Class,CUST-104,PD-983,1,0.3
15656,1/12/2022,1/18/2022,Standard Class,CUST-144,PD-983,1,0.3
15667,2/8/2022,2/12/2022,Standard Class,CUST-130,PD-983,1,0.3
15760,2/9/2022,2/13/2022,Standard Class,CUST-134,PD-983,1,0.3
15833,3/13/2022,3/15/2022,Standard Class,CUST-132,PD-983,1,0.3
15865,3/9/2022,3/14/2022,Standard Class,CUST-109,PD-983,1,0.3
16086,3/1/2022,3/4/2022,Standard Class,CUST-110,PD-983,1,0.3
16306,2/1/2022,2/4/2022,Standard Class,CUST-10,PD-983,1,0.3
16321,4/9/2022,4/13/2022,Standard Class,CUST-24,PD-983,1,0.3
15023,5/5/2022,5/10/2022,Standard Class,CUST-476,PD-982,1,0.3
15210,5/13/2022,5/16/2022,Standard Class,CUST-536,PD-982,1,0.3
15269,1/1/2022,1/4/2022,Standard Class,CUST-452,PD-982,1,0.3
15331,1/3/2022,1/5/2022,Standard Class,CUST-109,PD-982,1,0.3
15467,2/14/2022,2/20/2022,Standard Class,CUST-106,PD-982,1,0.3
15547,3/12/2022,3/17/2022,Standard Class,CUST-101,PD-982,1,0.3
15821,2/13/2022,2/15/2022,Standard Class,CUST-119,PD-982,1,0.3
15920,3/4/2022,3/7/2022,Standard Class,CUST-128,PD-982,1,0.3
16036,5/10/2022,5/11/2022,Standard Class,CUST-146,PD-982,1,0.3
16080,2/3/2022,2/7/2022,Standard Class,CUST-129,PD-982,1,0.3
16158,4/2/2022,4/7/2022,Standard Class,CUST-126,PD-982,1,0.3
16348,4/15/2022,4/18/2022,Standard Class,CUST-14,PD-982,1,0.3
16354,5/10/2022,5/16/2022,Standard Class,CUST-44,PD-982,1,0.3
4348,12/25/2022,12/28/2022,First Class,CUST-196,PD-981,7,0
4721,12/18/2022,12/24/2022,Standard Class,CUST-616,PD-981,2,0
6069,5/8/2022,5/8/2022,Same Day,CUST-389,PD-981,2,0.2
15196,5/10/2022,5/12/2022,Standard Class,CUST-148,PD-981,1,0.3
15303,4/2/2022,4/6/2022,Standard Class,CUST-267,PD-981,1,0.3
15332,3/11/2022,3/12/2022,Standard Class,CUST-148,PD-981,1,0.3
15694,4/4/2022,4/10/2022,Standard Class,CUST-134,PD-981,1,0.3
15697,3/3/2022,3/6/2022,Standard Class,CUST-131,PD-981,1,0.3
15997,4/14/2022,4/18/2022,Standard Class,CUST-141,PD-981,1,0.3
16124,3/1/2022,3/4/2022,Standard Class,CUST-124,PD-981,1,0.3
16408,1/15/2022,1/16/2022,First Class,CUST-20,PD-981,1,0.3
15109,5/6/2022,5/11/2022,Standard Class,CUST-497,PD-980,1,0.3
15150,2/10/2022,2/15/2022,Standard Class,CUST-377,PD-980,1,0.3
15396,1/5/2022,1/12/2022,Standard Class,CUST-100,PD-980,1,0.3
15499,2/7/2022,2/12/2022,Standard Class,CUST-135,PD-980,1,0.3
15503,1/7/2022,1/10/2022,Standard Class,CUST-126,PD-980,1,0.3
15668,4/4/2022,4/7/2022,Standard Class,CUST-141,PD-980,1,0.3
15714,4/1/2022,4/2/2022,Standard Class,CUST-130,PD-980,1,0.3
15797,5/4/2022,5/7/2022,Standard Class,CUST-113,PD-980,1,0.3
15820,4/6/2022,4/7/2022,Standard Class,CUST-135,PD-980,1,0.3
16406,3/6/2022,3/8/2022,First Class,CUST-5,PD-980,1,0.3
4321,4/19/2022,4/24/2022,Second Class,CUST-200,PD-98,1,0.2
4616,8/28/2022,8/31/2022,First Class,CUST-701,PD-98,9,0.8
6276,9/5/2022,9/6/2022,First Class,CUST-397,PD-98,2,0.2
4236,11/19/2022,11/24/2022,Standard Class,CUST-534,PD-98,2,0.6
4829,8/13/2022,8/13/2022,Same Day,CUST-239,PD-979,2,0
5965,9/8/2022,9/10/2022,Second Class,CUST-717,PD-979,2,0.2
15144,4/3/2022,4/8/2022,Standard Class,CUST-440,PD-979,1,0.3
15316,2/11/2022,2/12/2022,Standard Class,CUST-146,PD-979,1,0.3
15491,3/12/2022,3/16/2022,Standard Class,CUST-105,PD-979,1,0.3
15504,1/14/2022,1/19/2022,Standard Class,CUST-114,PD-979,1,0.3
15538,5/9/2022,5/13/2022,Standard Class,CUST-150,PD-979,1,0.3
15589,2/14/2022,2/18/2022,Standard Class,CUST-120,PD-979,1,0.3
15761,5/8/2022,5/13/2022,Standard Class,CUST-143,PD-979,1,0.3
15805,3/12/2022,3/17/2022,Standard Class,CUST-135,PD-979,1,0.3
15900,3/4/2022,3/8/2022,Standard Class,CUST-115,PD-979,1,0.3
16006,1/14/2022,1/19/2022,Standard Class,CUST-145,PD-979,1,0.3
16096,1/5/2022,1/6/2022,Standard Class,CUST-150,PD-979,1,0.3
16325,2/5/2022,2/6/2022,Standard Class,CUST-37,PD-979,1,0.3
16357,1/5/2022,1/7/2022,Standard Class,CUST-18,PD-979,1,0.3
4976,4/19/2022,4/26/2022,Standard Class,CUST-267,PD-978,2,0
6039,5/2/2022,5/7/2022,Standard Class,CUST-764,PD-978,3,0.2
6078,9/5/2022,9/10/2022,Standard Class,CUST-646,PD-978,3,0
15058,4/5/2022,4/8/2022,Standard Class,CUST-361,PD-978,1,0.3
15160,2/13/2022,2/16/2022,Standard Class,CUST-306,PD-978,1,0.3
15317,5/10/2022,5/15/2022,Standard Class,CUST-310,PD-978,1,0.3
15328,1/10/2022,1/12/2022,Standard Class,CUST-139,PD-978,1,0.3
15361,4/14/2022,4/17/2022,Standard Class,CUST-117,PD-978,1,0.3
15755,1/13/2022,1/18/2022,Standard Class,CUST-150,PD-978,1,0.3
15796,5/8/2022,5/9/2022,Standard Class,CUST-129,PD-978,1,0.3
15807,5/4/2022,5/10/2022,Standard Class,CUST-116,PD-978,1,0.3
16043,1/3/2022,1/6/2022,Standard Class,CUST-133,PD-978,1,0.3
16254,4/5/2022,4/6/2022,Standard Class,CUST-14,PD-978,1,0.3
6147,12/6/2022,12/12/2022,Standard Class,CUST-264,PD-977,1,0
15074,3/9/2022,3/13/2022,Standard Class,CUST-186,PD-977,1,0.3
15132,1/8/2022,1/11/2022,Standard Class,CUST-219,PD-977,1,0.3
15208,1/13/2022,1/18/2022,Standard Class,CUST-230,PD-977,1,0.3
15346,2/2/2022,2/6/2022,Standard Class,CUST-142,PD-977,1,0.3
15740,3/7/2022,3/10/2022,Standard Class,CUST-113,PD-977,1,0.3
15831,1/15/2022,1/18/2022,Standard Class,CUST-138,PD-977,1,0.3
16412,5/4/2022,5/9/2022,First Class,CUST-22,PD-977,1,0.3
4357,12/22/2022,12/28/2022,Standard Class,CUST-26,PD-976,1,0.2
5294,10/21/2022,10/26/2022,Standard Class,CUST-514,PD-976,2,0.2
15086,1/11/2022,1/17/2022,Standard Class,CUST-253,PD-976,1,0.3
15235,1/2/2022,1/3/2022,Standard Class,CUST-533,PD-976,1,0.3
15250,2/2/2022,2/6/2022,Standard Class,CUST-330,PD-976,1,0.3
15266,3/1/2022,3/4/2022,Standard Class,CUST-404,PD-976,1,0.3
15335,1/2/2022,1/9/2022,Standard Class,CUST-147,PD-976,1,0.3
15352,3/6/2022,3/10/2022,Standard Class,CUST-120,PD-976,1,0.3
15484,3/7/2022,3/12/2022,Standard Class,CUST-116,PD-976,1,0.3
15618,3/13/2022,3/15/2022,Standard Class,CUST-106,PD-976,1,0.3
15739,3/14/2022,3/17/2022,Standard Class,CUST-107,PD-976,1,0.3
5264,5/16/2022,5/19/2022,Second Class,CUST-59,PD-975,4,0
15262,2/2/2022,2/9/2022,Standard Class,CUST-194,PD-975,1,0.3
15475,2/14/2022,2/17/2022,Standard Class,CUST-143,PD-975,1,0.3
15584,2/14/2022,2/19/2022,Standard Class,CUST-141,PD-975,1,0.3
15692,5/15/2022,5/18/2022,Standard Class,CUST-149,PD-975,1,0.3
15766,2/14/2022,2/19/2022,Standard Class,CUST-145,PD-975,1,0.3
15819,2/7/2022,2/9/2022,Standard Class,CUST-109,PD-975,1,0.3
15844,1/12/2022,1/19/2022,Standard Class,CUST-136,PD-975,1,0.3
15893,3/9/2022,3/16/2022,Standard Class,CUST-113,PD-975,1,0.3
16059,5/7/2022,5/12/2022,Standard Class,CUST-125,PD-975,1,0.3
16091,4/3/2022,4/8/2022,Standard Class,CUST-128,PD-975,1,0.3
16120,1/3/2022,1/6/2022,Standard Class,CUST-123,PD-975,1,0.3
16149,4/15/2022,4/20/2022,Standard Class,CUST-141,PD-975,1,0.3
5936,4/5/2022,4/10/2022,Second Class,CUST-406,PD-974,7,0.2
6283,11/6/2022,11/10/2022,Second Class,CUST-56,PD-974,3,0
6490,11/4/2022,11/6/2022,Second Class,CUST-629,PD-974,2,0.2
15114,5/13/2022,5/18/2022,Standard Class,CUST-124,PD-974,1,0.3
15117,5/3/2022,5/9/2022,Standard Class,CUST-574,PD-974,1,0.3
15624,4/12/2022,4/16/2022,Standard Class,CUST-114,PD-974,1,0.3
15759,3/6/2022,3/11/2022,Standard Class,CUST-132,PD-974,1,0.3
15911,5/11/2022,5/15/2022,Standard Class,CUST-143,PD-974,1,0.3
15935,3/8/2022,3/12/2022,Standard Class,CUST-106,PD-974,1,0.3
15981,5/2/2022,5/3/2022,Standard Class,CUST-102,PD-974,1,0.3
16331,4/3/2022,4/5/2022,Standard Class,CUST-27,PD-974,1,0.3
16416,2/12/2022,2/19/2022,First Class,CUST-29,PD-974,1,0.3
6104,9/10/2022,9/12/2022,Second Class,CUST-730,PD-973,3,0.2
6630,8/5/2022,8/11/2022,Standard Class,CUST-464,PD-973,7,0
15020,1/2/2022,1/8/2022,Standard Class,CUST-343,PD-973,1,0.3
15296,1/3/2022,1/8/2022,Standard Class,CUST-566,PD-973,1,0.3
15711,5/1/2022,5/2/2022,Standard Class,CUST-116,PD-973,1,0.3
16277,2/1/2022,2/2/2022,Standard Class,CUST-50,PD-973,1,0.3
16285,2/15/2022,2/19/2022,Standard Class,CUST-18,PD-973,1,0.3
4267,4/21/2022,4/26/2022,Standard Class,CUST-257,PD-972,8,0.8
15062,1/5/2022,1/12/2022,Standard Class,CUST-534,PD-972,1,0.3
15231,3/11/2022,3/18/2022,Standard Class,CUST-150,PD-972,1,0.3
15300,1/15/2022,1/19/2022,Standard Class,CUST-212,PD-972,1,0.3
15325,1/14/2022,1/18/2022,Standard Class,CUST-136,PD-972,1,0.3
15595,1/2/2022,1/8/2022,Standard Class,CUST-133,PD-972,1,0.3
15693,4/14/2022,4/20/2022,Standard Class,CUST-109,PD-972,1,0.3
5472,1/10/2022,1/17/2022,Standard Class,CUST-80,PD-971,2,0
15076,3/3/2022,3/4/2022,Standard Class,CUST-458,PD-971,1,0.3
15485,3/7/2022,3/14/2022,Standard Class,CUST-111,PD-971,1,0.3
15743,3/4/2022,3/8/2022,Standard Class,CUST-116,PD-971,1,0.3
16077,2/11/2022,2/17/2022,Standard Class,CUST-148,PD-971,1,0.3
16128,4/11/2022,4/13/2022,Standard Class,CUST-103,PD-971,1,0.3
16132,2/4/2022,2/8/2022,Standard Class,CUST-134,PD-971,1,0.3
16286,2/11/2022,2/13/2022,Standard Class,CUST-16,PD-971,1,0.3
16433,1/12/2022,1/15/2022,First Class,CUST-7,PD-971,1,0.3
15430,3/12/2022,3/16/2022,Standard Class,CUST-137,PD-970,1,0.3
16053,2/3/2022,2/8/2022,Standard Class,CUST-147,PD-970,1,0.3
