order_id,order_date,ship_date,ship_mode,customer_id,product_id,qty,discount
85,9/22/2020,9/24/2020,Second Class,CUST-41,PD-107,2,0.2
86,1/16/2020,1/18/2020,Second Class,CUST-42,PD-897,6,0.2
87,1/16/2020,1/18/2020,Second Class,CUST-42,PD-1097,3,0.4
88,1/16/2020,1/18/2020,Second Class,CUST-42,PD-614,2,0.7
89,1/16/2020,1/18/2020,Second Class,CUST-42,PD-643,3,0.2
90,5/21/2020,5/25/2020,Standard Class,CUST-43,PD-1579,7,0
91,5/21/2020,5/25/2020,Standard Class,CUST-43,PD-1500,3,0
92,11/24/2020,11/26/2020,First Class,CUST-44,PD-1066,4,0
93,6/25/2020,6/28/2020,First Class,CUST-45,PD-1288,5,0.2
95,1/20/2020,1/26/2020,Standard Class,CUST-46,PD-204,7,0
96,1/20/2020,1/26/2020,Standard Class,CUST-46,PD-627,4,0
98,1/20/2020,1/26/2020,Standard Class,CUST-46,PD-557,3,0
99,1/20/2020,1/26/2020,Standard Class,CUST-46,PD-1571,3,0
101,12/20/2020,12/21/2020,First Class,CUST-47,PD-1560,7,0
102,12/20/2020,12/21/2020,First Class,CUST-47,PD-884,3,0
103,12/20/2020,12/21/2020,First Class,CUST-47,PD-1519,2,0
105,12/27/2020,12/30/2020,Second Class,CUST-49,PD-166,4,0
106,6/21/2020,6/25/2020,Standard Class,CUST-50,PD-1486,7,0
107,6/21/2020,6/25/2020,Standard Class,CUST-50,PD-79,2,0
108,11/24/2020,11/30/2020,Standard Class,CUST-51,PD-63,7,0.2
109,11/24/2020,11/30/2020,Standard Class,CUST-51,PD-1273,6,0
110,11/24/2020,11/30/2020,Standard Class,CUST-51,PD-480,4,0
111,11/24/2020,11/30/2020,Standard Class,CUST-51,PD-1314,2,0
112,12/24/2020,12/29/2020,Standard Class,CUST-52,PD-1431,1,0
113,12/24/2020,12/29/2020,Standard Class,CUST-52,PD-1131,6,0.2
115,2/16/2020,2/21/2020,Standard Class,CUST-54,PD-1,3,0.8
116,2/16/2020,2/21/2020,Standard Class,CUST-54,PD-265,2,0.8
119,3/17/2020,3/24/2020,Standard Class,CUST-55,PD-206,6,0
120,3/17/2020,3/24/2020,Standard Class,CUST-55,PD-402,10,0
122,12/19/2020,12/21/2020,Second Class,CUST-56,PD-947,6,0
123,12/19/2020,12/21/2020,Second Class,CUST-56,PD-532,1,0
124,12/19/2020,12/21/2020,Second Class,CUST-56,PD-1408,14,0
125,4/23/2020,4/24/2020,First Class,CUST-57,PD-7,3,0.7
126,12/17/2020,12/19/2020,Second Class,CUST-58,PD-740,3,0
127,11/23/2020,11/25/2020,First Class,CUST-59,PD-1387,5,0.2
128,11/23/2020,11/25/2020,First Class,CUST-59,PD-536,3,0
129,11/23/2020,11/25/2020,First Class,CUST-59,PD-991,1,0
130,11/23/2020,11/25/2020,First Class,CUST-59,PD-1487,2,0.2
131,12/15/2020,12/18/2020,First Class,CUST-60,PD-748,3,0.2
132,12/15/2020,12/18/2020,First Class,CUST-60,PD-1448,5,0.3
133,10/19/2020,10/19/2020,Same Day,CUST-61,PD-313,3,0
134,5/26/2020,5/30/2020,Standard Class,CUST-62,PD-1435,2,0.15
135,5/26/2020,5/30/2020,Standard Class,CUST-62,PD-1324,2,0.2
136,5/26/2020,5/30/2020,Standard Class,CUST-62,PD-1099,2,0.2
137,8/29/2020,8/29/2020,Same Day,CUST-63,PD-1173,2,0
139,8/16/2020,8/20/2020,Standard Class,CUST-64,PD-1428,6,0.4
141,4/25/2020,4/29/2020,Standard Class,CUST-65,PD-91,3,0.2
142,3/22/2020,3/26/2020,Standard Class,CUST-66,PD-82,4,0.7
143,3/22/2020,3/26/2020,Standard Class,CUST-66,PD-647,5,0.7
144,5/25/2020,5/29/2020,Standard Class,CUST-67,PD-1064,2,0.8
146,5/18/2020,5/24/2020,Standard Class,CUST-68,PD-1580,2,0.4
147,6/21/2020,6/24/2020,First Class,CUST-69,PD-297,5,0
148,6/13/2020,6/17/2020,Standard Class,CUST-70,PD-337,3,0
150,7/21/2020,7/25/2020,Standard Class,CUST-71,PD-1583,2,0.2
153,5/13/2020,5/15/2020,First Class,CUST-72,PD-1142,8,0.7
154,10/21/2020,10/22/2020,First Class,CUST-73,PD-1000,4,0.2
155,10/21/2020,10/22/2020,First Class,CUST-73,PD-1519,3,0.4
156,3/14/2020,3/18/2020,Standard Class,CUST-74,PD-398,2,0
157,3/14/2020,3/18/2020,Standard Class,CUST-74,PD-217,1,0
158,1/15/2020,1/17/2020,First Class,CUST-75,PD-989,5,0
159,12/14/2020,12/19/2020,Standard Class,CUST-76,PD-27,4,0.8
160,12/14/2020,12/19/2020,Standard Class,CUST-76,PD-39,2,0.2
161,12/14/2020,12/19/2020,Standard Class,CUST-76,PD-692,3,0.2
162,10/18/2020,10/20/2020,Second Class,CUST-77,PD-1300,3,0
164,10/18/2020,10/20/2020,Second Class,CUST-77,PD-1295,6,0
166,11/25/2020,11/27/2020,Second Class,CUST-78,PD-560,3,0
167,11/25/2020,11/27/2020,Second Class,CUST-78,PD-510,4,0
168,11/15/2020,11/21/2020,Standard Class,CUST-79,PD-37,3,0.2
169,11/15/2020,11/21/2020,Standard Class,CUST-79,PD-1465,2,0.2
170,11/15/2020,11/21/2020,Standard Class,CUST-79,PD-452,4,0.2
171,8/17/2020,8/23/2020,Standard Class,CUST-80,PD-387,3,0.2
172,11/23/2020,11/29/2020,Standard Class,CUST-81,PD-697,2,0.2
173,11/17/2020,11/21/2020,Standard Class,CUST-82,PD-1307,5,0
174,7/18/2020,7/18/2020,Same Day,CUST-83,PD-1218,4,0.2
175,9/26/2020,9/26/2020,Same Day,CUST-84,PD-9,1,0.8
176,6/23/2020,6/28/2020,Standard Class,CUST-85,PD-979,3,0.2
178,5/20/2020,5/22/2020,Second Class,CUST-86,PD-293,9,0
179,5/20/2020,5/22/2020,Second Class,CUST-86,PD-865,7,0
180,11/24/2020,11/29/2020,Second Class,CUST-87,PD-800,7,0
181,6/22/2020,6/24/2020,First Class,CUST-88,PD-1466,3,0
182,6/22/2020,6/24/2020,First Class,CUST-88,PD-1166,3,0
183,7/14/2020,7/20/2020,Standard Class,CUST-89,PD-289,7,0.8
184,7/14/2020,7/20/2020,Standard Class,CUST-89,PD-623,4,0.2
185,11/14/2020,11/16/2020,Second Class,CUST-90,PD-1375,7,0
186,11/14/2020,11/16/2020,Second Class,CUST-90,PD-9,10,0
187,9/20/2020,9/25/2020,Standard Class,CUST-91,PD-35,2,0.2
188,11/14/2020,11/18/2020,Standard Class,CUST-92,PD-283,3,0
189,11/14/2020,11/18/2020,Standard Class,CUST-92,PD-159,4,0
190,8/23/2020,8/23/2020,Same Day,CUST-93,PD-491,4,0
191,8/23/2020,8/23/2020,Same Day,CUST-93,PD-685,4,0
193,7/26/2020,7/30/2020,Second Class,CUST-95,PD-1093,3,0.2
194,3/17/2020,3/21/2020,Standard Class,CUST-96,PD-1518,7,0.4
195,3/17/2020,3/21/2020,Standard Class,CUST-96,PD-1541,4,0.4
199,11/24/2020,11/26/2020,Second Class,CUST-75,PD-1384,1,0.2
200,8/19/2020,8/21/2020,Second Class,CUST-97,PD-854,4,0.7
202,11/18/2020,11/20/2020,Second Class,CUST-98,PD-1246,2,0.5
203,11/18/2020,11/20/2020,Second Class,CUST-98,PD-598,4,0.2
204,9/13/2020,9/19/2020,Standard Class,CUST-99,PD-75,3,0
206,11/19/2020,11/23/2020,Standard Class,CUST-101,PD-1580,7,0
207,6/16/2020,6/22/2020,Standard Class,CUST-102,PD-1275,8,0
208,7/25/2020,7/27/2020,Second Class,CUST-103,PD-744,4,0
209,7/25/2020,7/27/2020,Second Class,CUST-103,PD-1615,5,0
210,7/25/2020,7/27/2020,Second Class,CUST-103,PD-631,8,0
211,11/15/2020,11/22/2020,Standard Class,CUST-104,PD-1228,9,0.2
212,10/24/2020,10/29/2020,Standard Class,CUST-105,PD-371,2,0.2
214,8/17/2020,8/21/2020,Standard Class,CUST-106,PD-315,4,0
215,8/17/2020,8/21/2020,Standard Class,CUST-106,PD-73,7,0
216,8/17/2020,8/21/2020,Standard Class,CUST-106,PD-1283,4,0
218,11/22/2020,11/27/2020,Standard Class,CUST-107,PD-1211,5,0
219,11/22/2020,11/27/2020,Standard Class,CUST-107,PD-414,2,0
221,1/26/2020,1/31/2020,Standard Class,CUST-108,PD-888,3,0
223,1/26/2020,1/31/2020,Standard Class,CUST-108,PD-483,3,0
224,1/26/2020,1/31/2020,Standard Class,CUST-108,PD-577,2,0
225,1/26/2020,1/31/2020,Standard Class,CUST-108,PD-699,13,0
226,1/26/2020,1/31/2020,Standard Class,CUST-108,PD-275,3,0
227,1/26/2020,1/31/2020,Standard Class,CUST-108,PD-1302,2,0
228,12/16/2020,12/21/2020,Standard Class,CUST-109,PD-21,1,0.7
229,11/25/2020,11/30/2020,Standard Class,CUST-110,PD-573,3,0.2
230,11/25/2020,11/30/2020,Standard Class,CUST-110,PD-125,1,0.2
231,11/25/2020,11/30/2020,Standard Class,CUST-110,PD-1530,5,0.3
232,11/25/2020,11/30/2020,Standard Class,CUST-110,PD-177,2,0.2
233,11/25/2020,11/30/2020,Standard Class,CUST-110,PD-392,3,0.2
234,11/25/2020,11/30/2020,Standard Class,CUST-110,PD-90,3,0.6
235,6/21/2020,6/21/2020,Same Day,CUST-111,PD-49,7,0.7
236,6/21/2020,6/21/2020,Same Day,CUST-111,PD-726,2,0.7
237,10/15/2020,10/20/2020,Standard Class,CUST-112,PD-789,1,0.2
240,3/18/2020,3/23/2020,Standard Class,CUST-113,PD-403,4,0.2
241,3/18/2020,3/23/2020,Standard Class,CUST-113,PD-144,3,0.2
242,3/18/2020,3/23/2020,Standard Class,CUST-113,PD-789,2,0.2
243,3/18/2020,3/23/2020,Standard Class,CUST-113,PD-460,3,0.2
244,3/18/2020,3/23/2020,Standard Class,CUST-113,PD-1084,3,0.2
245,5/24/2020,5/30/2020,Standard Class,CUST-32,PD-1071,3,0
246,4/25/2020,4/29/2020,Standard Class,CUST-114,PD-1326,3,0.2
247,5/26/2020,5/30/2020,Standard Class,CUST-115,PD-1366,2,0.2
248,5/26/2020,5/29/2020,First Class,CUST-116,PD-628,5,0
249,9/21/2020,9/22/2020,First Class,CUST-117,PD-731,2,0
250,9/21/2020,9/22/2020,First Class,CUST-117,PD-704,3,0
251,9/21/2020,9/22/2020,First Class,CUST-117,PD-474,1,0
252,9/25/2020,9/30/2020,Standard Class,CUST-118,PD-282,8,0.2
253,9/25/2020,9/30/2020,Standard Class,CUST-118,PD-1441,2,0.32
254,9/25/2020,9/30/2020,Standard Class,CUST-118,PD-31,2,0.8
255,9/25/2020,9/30/2020,Standard Class,CUST-118,PD-56,2,0.2
256,3/14/2020,3/19/2020,Standard Class,CUST-119,PD-1493,4,0
257,3/22/2020,3/26/2020,Standard Class,CUST-120,PD-939,3,0.2
258,3/22/2020,3/26/2020,Standard Class,CUST-120,PD-1341,3,0.2
259,2/21/2020,2/25/2020,Standard Class,CUST-121,PD-69,5,0.8
260,9/26/2020,9/30/2020,Standard Class,CUST-122,PD-1450,2,0
261,6/16/2020,6/21/2020,Standard Class,CUST-123,PD-575,5,0
262,6/16/2020,6/21/2020,Standard Class,CUST-123,PD-592,4,0
263,6/16/2020,6/21/2020,Standard Class,CUST-123,PD-739,3,0.2
264,12/27/2020,12/31/2020,Standard Class,CUST-124,PD-405,6,0.6
265,12/27/2020,12/31/2020,Standard Class,CUST-124,PD-548,4,0.2
266,1/13/2020,1/16/2020,Second Class,CUST-125,PD-1296,6,0
267,7/14/2020,7/21/2020,Standard Class,CUST-126,PD-678,5,0.2
268,6/21/2020,6/25/2020,Standard Class,CUST-127,PD-557,4,0.2
269,6/21/2020,6/25/2020,Standard Class,CUST-127,PD-267,1,0.2
270,6/21/2020,6/25/2020,Standard Class,CUST-127,PD-989,4,0.2
272,6/21/2020,6/25/2020,Standard Class,CUST-127,PD-908,2,0.2
273,6/21/2020,6/25/2020,Standard Class,CUST-127,PD-316,2,0.7
274,5/17/2020,5/21/2020,Standard Class,CUST-128,PD-1002,3,0
275,10/24/2020,10/29/2020,Standard Class,CUST-48,PD-158,3,0.2
276,8/24/2020,8/24/2020,Same Day,CUST-129,PD-276,2,0.2
277,11/17/2020,11/22/2020,Standard Class,CUST-130,PD-1588,7,0
279,11/17/2020,11/22/2020,Standard Class,CUST-130,PD-689,5,0
280,7/20/2020,7/24/2020,Standard Class,CUST-131,PD-1431,3,0.2
281,7/20/2020,7/24/2020,Standard Class,CUST-131,PD-214,5,0.6
282,7/20/2020,7/24/2020,Standard Class,CUST-131,PD-1596,2,0.3
283,5/21/2020,5/25/2020,Standard Class,CUST-132,PD-261,8,0
284,12/16/2020,12/17/2020,First Class,CUST-133,PD-909,2,0
285,12/16/2020,12/17/2020,First Class,CUST-133,PD-1385,2,0.2
286,12/16/2020,12/17/2020,First Class,CUST-133,PD-1261,5,0
287,12/16/2020,12/17/2020,First Class,CUST-133,PD-1454,4,0.2
289,8/24/2020,8/26/2020,First Class,CUST-134,PD-49,3,0.2
290,12/20/2020,12/25/2020,Standard Class,CUST-135,PD-653,3,0
291,9/21/2020,9/25/2020,Standard Class,CUST-115,PD-557,2,0
292,9/21/2020,9/25/2020,Standard Class,CUST-115,PD-792,5,0
293,9/21/2020,9/25/2020,Standard Class,CUST-115,PD-861,3,0
294,9/21/2020,9/25/2020,Standard Class,CUST-115,PD-291,9,0
295,9/21/2020,9/25/2020,Standard Class,CUST-115,PD-1382,2,0.2
296,9/21/2020,9/25/2020,Standard Class,CUST-115,PD-465,3,0
297,5/18/2020,5/20/2020,Second Class,CUST-136,PD-1140,3,0.2
298,5/18/2020,5/20/2020,Second Class,CUST-136,PD-263,4,0.2
299,12/23/2020,12/28/2020,Standard Class,CUST-137,PD-849,11,0
300,5/13/2020,5/17/2020,Standard Class,CUST-33,PD-1147,3,0
301,11/14/2020,11/15/2020,First Class,CUST-138,PD-389,4,0.2
302,11/17/2020,11/19/2020,First Class,CUST-139,PD-1145,2,0
304,11/17/2020,11/19/2020,First Class,CUST-139,PD-1270,3,0
305,5/22/2020,5/29/2020,Standard Class,CUST-140,PD-1230,2,0
306,5/22/2020,5/29/2020,Standard Class,CUST-140,PD-1110,1,0
307,7/15/2020,7/19/2020,Standard Class,CUST-141,PD-15,3,0
308,7/15/2020,7/19/2020,Standard Class,CUST-141,PD-97,3,0
309,9/17/2020,9/24/2020,Standard Class,CUST-142,PD-931,2,0.2
310,9/17/2020,9/24/2020,Standard Class,CUST-142,PD-318,1,0.2
312,12/26/2020,12/30/2020,Standard Class,CUST-143,PD-67,2,0
313,8/15/2020,8/18/2020,First Class,CUST-135,PD-252,8,0.8
314,11/18/2020,11/22/2020,Standard Class,CUST-144,PD-1150,1,0.7
315,11/18/2020,11/22/2020,Standard Class,CUST-144,PD-1253,1,0.2
316,11/18/2020,11/22/2020,Standard Class,CUST-144,PD-1292,6,0.4
317,11/18/2020,11/22/2020,Standard Class,CUST-144,PD-405,3,0.2
318,11/18/2020,11/22/2020,Standard Class,CUST-144,PD-63,3,0.7
319,12/20/2020,12/25/2020,Standard Class,CUST-145,PD-454,7,0.2
320,12/20/2020,12/25/2020,Standard Class,CUST-145,PD-1513,3,0.2
321,12/20/2020,12/25/2020,Standard Class,CUST-145,PD-375,5,0.2
322,9/23/2020,9/28/2020,Standard Class,CUST-117,PD-1436,3,0.15
323,9/23/2020,9/28/2020,Standard Class,CUST-117,PD-1099,2,0.2
324,7/19/2020,7/24/2020,Standard Class,CUST-146,PD-1476,2,0
326,7/19/2020,7/24/2020,Standard Class,CUST-146,PD-659,2,0
327,7/19/2020,7/24/2020,Standard Class,CUST-146,PD-246,1,0
328,11/22/2020,11/25/2020,First Class,CUST-140,PD-522,1,0.8
329,11/21/2020,11/26/2020,Standard Class,CUST-147,PD-1061,1,0
330,11/21/2020,11/26/2020,Standard Class,CUST-147,PD-1342,6,0
331,11/21/2020,11/26/2020,Standard Class,CUST-147,PD-1217,3,0
332,11/21/2020,11/26/2020,Standard Class,CUST-147,PD-75,3,0
333,4/23/2020,4/27/2020,Standard Class,CUST-148,PD-1425,2,0.3
334,4/23/2020,4/27/2020,Standard Class,CUST-148,PD-10,8,0.7
335,4/23/2020,4/27/2020,Standard Class,CUST-148,PD-408,4,0.2
336,3/16/2020,3/21/2020,Second Class,CUST-149,PD-1524,2,0.2
337,8/27/2020,8/29/2020,First Class,CUST-150,PD-1371,5,0
338,8/27/2020,8/29/2020,First Class,CUST-150,PD-535,4,0
339,8/27/2020,8/29/2020,First Class,CUST-150,PD-1585,3,0
340,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-1325,2,0.2
341,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-283,4,0.8
342,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-1129,4,0.32
343,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-383,3,0.2
344,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-428,2,0.2
345,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-1505,2,0.4
346,6/20/2020,6/24/2020,Standard Class,CUST-151,PD-1242,7,0.2
348,4/18/2020,4/23/2020,Standard Class,CUST-152,PD-204,4,0
349,4/18/2020,4/23/2020,Standard Class,CUST-152,PD-96,5,0
350,4/18/2020,4/23/2020,Standard Class,CUST-152,PD-425,2,0
351,3/23/2020,3/26/2020,Second Class,CUST-2,PD-1464,2,0
352,3/23/2020,3/26/2020,Second Class,CUST-2,PD-1323,6,0.2
353,12/13/2020,12/15/2020,Second Class,CUST-153,PD-171,1,0.2
354,11/17/2020,11/24/2020,Standard Class,CUST-154,PD-452,2,0.2
355,11/17/2020,11/24/2020,Standard Class,CUST-154,PD-1413,5,0.3
356,9/23/2020,9/28/2020,Second Class,CUST-155,PD-1113,3,0.2
357,9/14/2020,9/19/2020,Standard Class,CUST-156,PD-976,5,0
358,9/14/2020,9/19/2020,Standard Class,CUST-156,PD-224,2,0
359,12/20/2020,12/23/2020,Second Class,CUST-157,PD-1531,2,0.2
360,12/20/2020,12/23/2020,Second Class,CUST-157,PD-926,2,0
362,12/20/2020,12/23/2020,Second Class,CUST-157,PD-1011,5,0.2
363,7/25/2020,7/27/2020,Second Class,CUST-158,PD-472,1,0
364,7/25/2020,7/27/2020,Second Class,CUST-158,PD-253,4,0
366,11/23/2020,11/27/2020,Standard Class,CUST-160,PD-560,2,0.6
367,11/23/2020,11/27/2020,Standard Class,CUST-160,PD-684,3,0.8
368,11/23/2020,11/27/2020,Standard Class,CUST-160,PD-15,7,0.2
369,10/24/2020,10/24/2020,Same Day,CUST-161,PD-258,3,0
370,12/16/2020,12/20/2020,Second Class,CUST-80,PD-1366,9,0.2
371,12/16/2020,12/20/2020,Second Class,CUST-80,PD-16,2,0.2
372,11/16/2020,11/20/2020,Standard Class,CUST-162,PD-1421,2,0
373,11/24/2020,11/24/2020,Same Day,CUST-163,PD-1507,5,0.4
374,11/24/2020,11/24/2020,Same Day,CUST-163,PD-1497,3,0.3
375,10/28/2020,10/31/2020,First Class,CUST-164,PD-226,2,0.2
376,10/28/2020,10/31/2020,First Class,CUST-164,PD-193,2,0
377,10/28/2020,10/31/2020,First Class,CUST-164,PD-1529,2,0
378,10/28/2020,10/31/2020,First Class,CUST-164,PD-1337,6,0.15
379,10/28/2020,10/31/2020,First Class,CUST-164,PD-974,5,0
380,12/20/2020,12/20/2020,Same Day,CUST-165,PD-1214,7,0.2
381,7/27/2020,7/29/2020,Second Class,CUST-166,PD-1376,2,0
382,11/22/2020,11/28/2020,Standard Class,CUST-167,PD-87,5,0.8
383,9/17/2020,9/21/2020,Standard Class,CUST-55,PD-779,2,0
384,9/17/2020,9/21/2020,Standard Class,CUST-55,PD-855,3,0
385,9/17/2020,9/21/2020,Standard Class,CUST-55,PD-831,2,0
386,9/17/2020,9/21/2020,Standard Class,CUST-55,PD-647,5,0.2
387,11/28/2020,11/30/2020,Second Class,CUST-168,PD-585,2,0.2
388,11/22/2020,11/26/2020,Standard Class,CUST-169,PD-445,9,0
389,12/23/2020,12/27/2020,Standard Class,CUST-170,PD-959,2,0.4
390,12/23/2020,12/27/2020,Standard Class,CUST-170,PD-849,3,0
391,11/25/2020,11/27/2020,Second Class,CUST-171,PD-897,2,0
392,6/22/2020,6/27/2020,Standard Class,CUST-172,PD-1185,3,0.3
393,6/22/2020,6/27/2020,Standard Class,CUST-172,PD-962,3,0.4
394,6/22/2020,6/27/2020,Standard Class,CUST-172,PD-1470,5,0.3
395,11/24/2020,11/28/2020,Standard Class,CUST-173,PD-1406,5,0.2
396,6/23/2020,6/26/2020,First Class,CUST-174,PD-104,9,0.2
397,6/23/2020,6/26/2020,First Class,CUST-174,PD-253,1,0.2
399,9/23/2020,9/28/2020,Standard Class,CUST-59,PD-495,5,0
400,9/23/2020,9/28/2020,Standard Class,CUST-59,PD-1274,5,0
401,9/23/2020,9/28/2020,Standard Class,CUST-59,PD-1616,5,0
402,9/23/2020,9/28/2020,Standard Class,CUST-59,PD-467,2,0
403,9/19/2020,9/24/2020,Standard Class,CUST-152,PD-679,6,0.2
404,9/19/2020,9/24/2020,Standard Class,CUST-152,PD-1607,3,0.5
405,11/18/2020,11/25/2020,Standard Class,CUST-176,PD-168,5,0.8
406,5/19/2020,5/23/2020,Standard Class,CUST-177,PD-27,9,0
408,9/21/2020,9/24/2020,First Class,CUST-179,PD-243,3,0.2
409,9/21/2020,9/24/2020,First Class,CUST-179,PD-166,9,0.2
411,9/20/2020,9/26/2020,Standard Class,CUST-180,PD-513,3,0.2
412,3/26/2020,3/30/2020,Standard Class,CUST-16,PD-907,3,0
413,9/19/2020,9/19/2020,Same Day,CUST-181,PD-1366,7,0.1
414,11/14/2020,11/18/2020,Standard Class,CUST-8,PD-416,2,0
415,11/14/2020,11/18/2020,Standard Class,CUST-8,PD-1038,2,0.1
416,12/20/2020,12/23/2020,First Class,CUST-182,PD-232,1,0
417,12/20/2020,12/23/2020,First Class,CUST-182,PD-1575,3,0
418,8/22/2020,8/25/2020,Second Class,CUST-183,PD-256,1,0.2
419,10/26/2020,10/30/2020,Second Class,CUST-184,PD-801,4,0
420,10/26/2020,10/30/2020,Second Class,CUST-184,PD-1255,5,0.2
